date,unit_name,unit_id,type,title,category,budget,award_amount,awarded_at,companies,job_number,url,notice_date,award_way,county,county_code,town_code,contact_person,contact_phone,losing_supplier,filename
20220818,勞動部勞動基金運用局,,決標公告,全國共享版機關內部差勤電子表單系統(WebITR) 移轉建置案,勞務類,,368600,20220818,凱發科技股份有限公司,04-11111,https://www.google.com/search?q=04-11111+%E5%85%A8%E5%9C%8B%E5%85%B1%E4%BA%AB%E7%89%88%E6%A9%9F%E9%97%9C%E5%85%A7%E9%83%A8%E5%B7%AE%E5%8B%A4%E9%9B%BB%E5%AD%90%E8%A1%A8%E5%96%AE%E7%B3%BB%E7%B5%B1%28WebITR%29+%E7%A7%BB%E8%BD%89%E5%BB%BA%E7%BD%AE%E6%A1%88,20220823,最低標,臺北市,63000,63000050,採購單位黃雅玲，需求單位嚴如恒,(02)33435879分機,,
20220818,新竹縣政府文化局,,決標公告,新竹縣街頭藝人登記及管理系統網站建置暨維護委託案,勞務類,,489000,20220818,明莘科技有限公司,C111074,https://www.google.com/search?q=C111074+%E6%96%B0%E7%AB%B9%E7%B8%A3%E8%A1%97%E9%A0%AD%E8%97%9D%E4%BA%BA%E7%99%BB%E8%A8%98%E5%8F%8A%E7%AE%A1%E7%90%86%E7%B3%BB%E7%B5%B1%E7%B6%B2%E7%AB%99%E5%BB%BA%E7%BD%AE%E6%9A%A8%E7%B6%AD%E8%AD%B7%E5%A7%94%E8%A8%97%E6%A1%88,20220825,參考最有利標精神,新竹縣,10004,10004010,蔡小姐,(03)5510201分機303,愛思普資訊顧問有限公司,
20220818,國立雲林科技大學,,決標公告,GPU工作站4台、筆記型電腦1台,財物類,,438000,20220818,杰欣系統有限公司,ZTG111087,https://www.google.com/search?q=ZTG111087+GPU%E5%B7%A5%E4%BD%9C%E7%AB%994%E5%8F%B0%E3%80%81%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A61%E5%8F%B0,20220818,最低標,雲林縣,10009,10009010,呂明儀,(05)5342601分機2424,,
20220818,雲林縣口湖鄉公所,,決標公告,蚵寮及港西村監視系統更新及增設案,財物類,,680000,20220818,炫星科技有限公司,11106-3,https://www.google.com/search?q=11106-3+%E8%9A%B5%E5%AF%AE%E5%8F%8A%E6%B8%AF%E8%A5%BF%E6%9D%91%E7%9B%A3%E8%A6%96%E7%B3%BB%E7%B5%B1%E6%9B%B4%E6%96%B0%E5%8F%8A%E5%A2%9E%E8%A8%AD%E6%A1%88,20220819,參考最有利標精神,雲林縣,10009,10009190,總務課,(05)7892001分機,,
20220818,桃園市立羅浮高級中等學校,,決標公告,111年羅浮高中無線網路基地台AP建置財務採購,財物類,,391500,20220818,旭威電腦資訊有限公司,11109,https://www.google.com/search?q=11109+111%E5%B9%B4%E7%BE%85%E6%B5%AE%E9%AB%98%E4%B8%AD%E7%84%A1%E7%B7%9A%E7%B6%B2%E8%B7%AF%E5%9F%BA%E5%9C%B0%E5%8F%B0AP%E5%BB%BA%E7%BD%AE%E8%B2%A1%E5%8B%99%E6%8E%A1%E8%B3%BC,20220823,最低標,桃園市,68000,68000130,悠蘭多又,(03)3825585分機511,,
20220817,行政院農業委員會農糧署,,招標公告,111-112年糧政資訊跨區即時服務農民體系之農機補助管理系統維運及功能增修,勞務類,,,20220817,,OT11120,https://www.google.com/search?q=OT11120+111-112%E5%B9%B4%E7%B3%A7%E6%94%BF%E8%B3%87%E8%A8%8A%E8%B7%A8%E5%8D%80%E5%8D%B3%E6%99%82%E6%9C%8D%E5%8B%99%E8%BE%B2%E6%B0%91%E9%AB%94%E7%B3%BB%E4%B9%8B%E8%BE%B2%E6%A9%9F%E8%A3%9C%E5%8A%A9%E7%AE%A1%E7%90%86%E7%B3%BB%E7%B5%B1%E7%B6%AD%E9%81%8B%E5%8F%8A%E5%8A%9F%E8%83%BD%E5%A2%9E%E4%BF%AE,,,,,,,,,
20220817,高雄榮民總醫院,,決標公告,屏東(大武)分院安卓平板電腦採購案(開口契約),財物類,,699000,20220817,泰鋒電腦股份有限公司,LP1106151,https://www.google.com/search?q=LP1106151+%E5%B1%8F%E6%9D%B1%28%E5%A4%A7%E6%AD%A6%29%E5%88%86%E9%99%A2%E5%AE%89%E5%8D%93%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6%E6%8E%A1%E8%B3%BC%E6%A1%88%28%E9%96%8B%E5%8F%A3%E5%A5%91%E7%B4%84%29,20220822,最低標,高雄市,64000,64000030,黃資婷,(07)3422121分機75126,,
20220817,國防部軍醫局,,決標公告,智慧藥事管理系統,財物類,,570000,20220817,昱誠智能服務股份有限公司,NM11027P028,https://www.google.com/search?q=NM11027P028+%E6%99%BA%E6%85%A7%E8%97%A5%E4%BA%8B%E7%AE%A1%E7%90%86%E7%B3%BB%E7%B5%B1,20220818,最低標,高雄市,64000,64000190,賴瑋新,(07)6250919分機2036,,
20220817,臺中榮民總醫院,,決標公告,「人工膝關節系統等5項」2年期單價開口契約,財物類,,24742000,20220817,奕泰生技股份有限公司,111H-049,https://www.google.com/search?q=111H-049+%E3%80%8C%E4%BA%BA%E5%B7%A5%E8%86%9D%E9%97%9C%E7%AF%80%E7%B3%BB%E7%B5%B1%E7%AD%895%E9%A0%85%E3%80%8D2%E5%B9%B4%E6%9C%9F%E5%96%AE%E5%83%B9%E9%96%8B%E5%8F%A3%E5%A5%91%E7%B4%84,20220825,最低標,臺中市,66000,66000060,廖君盈,(04)23592525分機2812,,
20220817,臺北市內湖區西湖國民小學,,決標公告,111年度臺北e酷幣系統升級建置勞務採購案,勞務類,,420000,20220817,宜眾資訊股份有限公司,111B06,https://www.google.com/search?q=111B06+111%E5%B9%B4%E5%BA%A6%E8%87%BA%E5%8C%97e%E9%85%B7%E5%B9%A3%E7%B3%BB%E7%B5%B1%E5%8D%87%E7%B4%9A%E5%BB%BA%E7%BD%AE%E5%8B%9E%E5%8B%99%E6%8E%A1%E8%B3%BC%E6%A1%88,20220818,參考最有利標精神,臺北市,63000,63000100,葉世杰,(02)27971267分機151,,
20220817,行政院農業委員會特有生物研究保育中心,,決標公告,數位單眼相機鏡頭組合,財物類,,184000,20220817,上鎂興業有限公司,111042,https://www.google.com/search?q=111042+%E6%95%B8%E4%BD%8D%E5%96%AE%E7%9C%BC%E7%9B%B8%E6%A9%9F%E9%8F%A1%E9%A0%AD%E7%B5%84%E5%90%88,20220823,最低標,南投縣,10008,10008050,沈小姐,(049)2761331分機103,,
20220817,新北市立樟樹國際實創高級中等學校,,決標公告,111學年度公立國民中小學校與國外姊妹校互惠機制實施計畫-視訊資訊設備類,財物類,,395000,20220817,柏可揚實業有限公司,1110817-A,https://www.google.com/search?q=1110817-A+111%E5%AD%B8%E5%B9%B4%E5%BA%A6%E5%85%AC%E7%AB%8B%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%B0%8F%E5%AD%B8%E6%A0%A1%E8%88%87%E5%9C%8B%E5%A4%96%E5%A7%8A%E5%A6%B9%E6%A0%A1%E4%BA%92%E6%83%A0%E6%A9%9F%E5%88%B6%E5%AF%A6%E6%96%BD%E8%A8%88%E7%95%AB-%E8%A6%96%E8%A8%8A%E8%B3%87%E8%A8%8A%E8%A8%AD%E5%82%99%E9%A1%9E,20220916,參考最有利標精神,新北市,65000,65000110,余婌禎,(02)26430686分機300,魯迅科技有限公司,
20220817,國立臺灣大學,,決標公告,20 kW洋流發電機系統整備與安裝,勞務類,,924950,20220817,銳承科技有限公司,1110826,https://www.google.com/search?q=1110826+20+kW%E6%B4%8B%E6%B5%81%E7%99%BC%E9%9B%BB%E6%A9%9F%E7%B3%BB%E7%B5%B1%E6%95%B4%E5%82%99%E8%88%87%E5%AE%89%E8%A3%9D,20220817,參考最有利標精神,臺北市,63000,63000030,劉乙萳,(02)33669802分機203,,
20220817,臺中市立沙鹿工業高級中等學校,,決標公告,111學年度臺中市立沙鹿高工電子科、資訊科第1學期實習材料採購案,財物類,,172985,20220817,易興電子實業有限公司,894,https://www.google.com/search?q=894+111%E5%AD%B8%E5%B9%B4%E5%BA%A6%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E6%B2%99%E9%B9%BF%E9%AB%98%E5%B7%A5%E9%9B%BB%E5%AD%90%E7%A7%91%E3%80%81%E8%B3%87%E8%A8%8A%E7%A7%91%E7%AC%AC1%E5%AD%B8%E6%9C%9F%E5%AF%A6%E7%BF%92%E6%9D%90%E6%96%99%E6%8E%A1%E8%B3%BC%E6%A1%88,20220818,最低標,臺中市,66000,66000130,陳技士、陳技士,(04)26621795分機582、572,鉦祥電子企業有限公司,
20220817,新北市政府農業局,,決標公告,111年度農業局網站維運委託資訊服務案,勞務類,,325000,20220817,碩禾資訊科技股份有限公司,AGR111WB,https://www.google.com/search?q=AGR111WB+111%E5%B9%B4%E5%BA%A6%E8%BE%B2%E6%A5%AD%E5%B1%80%E7%B6%B2%E7%AB%99%E7%B6%AD%E9%81%8B%E5%A7%94%E8%A8%97%E8%B3%87%E8%A8%8A%E6%9C%8D%E5%8B%99%E6%A1%88,20220822,參考最有利標精神,新北市,65000,65000010,林嘉玲,(02)29603456分機3019,,
20220817,國立高雄科技大學,,決標公告,超音波量測系統-脈衝產生接收器、超音波訊號接收器,財物類,,348000,20220817,愛光科技股份有限公司,E111009255-M27,https://www.google.com/search?q=E111009255-M27+%E8%B6%85%E9%9F%B3%E6%B3%A2%E9%87%8F%E6%B8%AC%E7%B3%BB%E7%B5%B1-%E8%84%88%E8%A1%9D%E7%94%A2%E7%94%9F%E6%8E%A5%E6%94%B6%E5%99%A8%E3%80%81%E8%B6%85%E9%9F%B3%E6%B3%A2%E8%A8%8A%E8%99%9F%E6%8E%A5%E6%94%B6%E5%99%A8,20220825,最低標,高雄市,64000,64000210,黃美玲,(07)3814526分機31392,,
20220817,行政院農業委員會特有生物研究保育中心,,決標公告,BOD快速測定系統,財物類,,206000,20220817,上泰儀器股份有限公司,111041,https://www.google.com/search?q=111041+BOD%E5%BF%AB%E9%80%9F%E6%B8%AC%E5%AE%9A%E7%B3%BB%E7%B5%B1,20220823,最低標,南投縣,10008,10008050,沈小姐,(049)2761331分機103,,
20220817,海洋委員會,,決標公告,公文系統VMware主機、軟體及儲存設備原廠保固續約採購,勞務類,,920000,20220817,兆群科技有限公司,OAC111026,https://www.google.com/search?q=OAC111026+%E5%85%AC%E6%96%87%E7%B3%BB%E7%B5%B1VMware%E4%B8%BB%E6%A9%9F%E3%80%81%E8%BB%9F%E9%AB%94%E5%8F%8A%E5%84%B2%E5%AD%98%E8%A8%AD%E5%82%99%E5%8E%9F%E5%BB%A0%E4%BF%9D%E5%9B%BA%E7%BA%8C%E7%B4%84%E6%8E%A1%E8%B3%BC,20220817,最低標,高雄市,64000,64000090,謝鎧駿,(07)3381810分機261635,,
20220817,臺灣土地銀行股份有限公司,,決標公告,111年度數位鑑識服務,勞務類,,850000,20220817,鑒真數位有限公司,111-B001-00Y,https://www.google.com/search?q=111-B001-00Y+111%E5%B9%B4%E5%BA%A6%E6%95%B8%E4%BD%8D%E9%91%91%E8%AD%98%E6%9C%8D%E5%8B%99,20220818,參考最有利標精神,臺北市,63000,63000050,陳柄辰,(02)23483131分機,,
20220817,嘉義縣政府,,決標公告,111年度嘉義縣政府都市計畫書圖查詢系統優化及維護案,勞務類,,370000,20220817,詮華國土測繪有限公司,111QA394C3,https://www.google.com/search?q=111QA394C3+111%E5%B9%B4%E5%BA%A6%E5%98%89%E7%BE%A9%E7%B8%A3%E6%94%BF%E5%BA%9C%E9%83%BD%E5%B8%82%E8%A8%88%E7%95%AB%E6%9B%B8%E5%9C%96%E6%9F%A5%E8%A9%A2%E7%B3%BB%E7%B5%B1%E5%84%AA%E5%8C%96%E5%8F%8A%E7%B6%AD%E8%AD%B7%E6%A1%88,20220826,參考最有利標精神,嘉義縣,10010,10010010,城鄉規劃科	黃馨禾,(05)3620123分機8117,,
20220817,交通部中央氣象局,,決標公告,111年度「AIS反衍海流觀測原型系統建置」,勞務類,,950000,20220817,國立臺灣海洋大學,1112148E,https://www.google.com/search?q=1112148E+111%E5%B9%B4%E5%BA%A6%E3%80%8CAIS%E5%8F%8D%E8%A1%8D%E6%B5%B7%E6%B5%81%E8%A7%80%E6%B8%AC%E5%8E%9F%E5%9E%8B%E7%B3%BB%E7%B5%B1%E5%BB%BA%E7%BD%AE%E3%80%8D,20220825,參考最有利標精神,臺北市,63000,63000050,朱啟豪,(02)23491192分機,,
20220817,交通部中央氣象局,,決標公告,111-112年海象資料庫處理應用系統維護案,勞務類,,693000,20220817,財團法人成大研究發展基金會,1112162D,https://www.google.com/search?q=1112162D+111-112%E5%B9%B4%E6%B5%B7%E8%B1%A1%E8%B3%87%E6%96%99%E5%BA%AB%E8%99%95%E7%90%86%E6%87%89%E7%94%A8%E7%B3%BB%E7%B5%B1%E7%B6%AD%E8%AD%B7%E6%A1%88,20220919,最低標,臺北市,63000,63000050,廖斯偉,(02)23491197分機,愛思普資訊顧問有限公司,
20220817,台灣電力股份有限公司南投區營業處,,決標公告,111年度電腦及週邊設備維護服務工作,勞務類,,550432,20220817,鈺承科技有限公司,1181100025,https://www.google.com/search?q=1181100025+111%E5%B9%B4%E5%BA%A6%E9%9B%BB%E8%85%A6%E5%8F%8A%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99%E7%B6%AD%E8%AD%B7%E6%9C%8D%E5%8B%99%E5%B7%A5%E4%BD%9C,20220818,最低標,南投縣,10008,10008030,規範:王仁宏，招標:吳明芬,(049)2350101分機2610,濬宇科技有限公司,
20220817,中華郵政股份有限公司,,決標公告,郵政劃撥業務影像管理系統劃撥存款單補登工作,勞務類,,3294000,20220817,常來實業股份有限公司,111-7-55,https://www.google.com/search?q=111-7-55+%E9%83%B5%E6%94%BF%E5%8A%83%E6%92%A5%E6%A5%AD%E5%8B%99%E5%BD%B1%E5%83%8F%E7%AE%A1%E7%90%86%E7%B3%BB%E7%B5%B1%E5%8A%83%E6%92%A5%E5%AD%98%E6%AC%BE%E5%96%AE%E8%A3%9C%E7%99%BB%E5%B7%A5%E4%BD%9C,20220822,最低標,臺北市,63000,63000030,林木春,(02)23921310分機2309,,
20220817,國防部軍醫局,,決標公告,中藥局系統櫃採購案,財物類,,365000,20220817,米得寶企業社,NC11068P040,https://www.google.com/search?q=NC11068P040+%E4%B8%AD%E8%97%A5%E5%B1%80%E7%B3%BB%E7%B5%B1%E6%AB%83%E6%8E%A1%E8%B3%BC%E6%A1%88,20220819,最低標,臺中市,66000,66000270,林榮耀,(04)23934191分機525313,尊藝室內設計工程行,
20220817,法務部矯正署臺北看守所,,決標公告,111年度2.1mm紅外線網路攝影機1批TPD1110718,財物類,,131200,20220817,村井貿易有限公司,TPD1110718,https://www.google.com/search?q=TPD1110718+111%E5%B9%B4%E5%BA%A62.1mm%E7%B4%85%E5%A4%96%E7%B7%9A%E7%B6%B2%E8%B7%AF%E6%94%9D%E5%BD%B1%E6%A9%9F1%E6%89%B9TPD1110718,20220819,最低標,新北市,65000,65000130,黃永源,(02)22611711分機324,,
20220817,國立高雄科技大學,,決標公告,網路資訊機房設備維護保養案,勞務類,,750000,20220817,聯好實業股份有限公司,E111010711-J20,https://www.google.com/search?q=E111010711-J20+%E7%B6%B2%E8%B7%AF%E8%B3%87%E8%A8%8A%E6%A9%9F%E6%88%BF%E8%A8%AD%E5%82%99%E7%B6%AD%E8%AD%B7%E4%BF%9D%E9%A4%8A%E6%A1%88,20220825,最低標,高雄市,64000,64000210,江麗玲,(07)6011000分機31391,,
20220817,法務部矯正署臺中女子監獄,,決標公告,120RT氣冷式冰水主機壓縮機維修及遠端控制系統修改案,財物類,,720423,20220817,協信碩空調工程股份有限公司,B111-07,https://www.google.com/search?q=B111-07+120RT%E6%B0%A3%E5%86%B7%E5%BC%8F%E5%86%B0%E6%B0%B4%E4%B8%BB%E6%A9%9F%E5%A3%93%E7%B8%AE%E6%A9%9F%E7%B6%AD%E4%BF%AE%E5%8F%8A%E9%81%A0%E7%AB%AF%E6%8E%A7%E5%88%B6%E7%B3%BB%E7%B5%B1%E4%BF%AE%E6%94%B9%E6%A1%88,20220819,最低標,臺中市,66000,66000070,曾淑惠,(04)23840936分機129,上乘機電工程有限公司,
20220817,國立高雄科技大學,,決標公告,高阻抗量測系統,財物類,,589000,20220817,凱思隆科技股份有限公司,T111UE290286-M28,https://www.google.com/search?q=T111UE290286-M28+%E9%AB%98%E9%98%BB%E6%8A%97%E9%87%8F%E6%B8%AC%E7%B3%BB%E7%B5%B1,20220825,最低標,高雄市,64000,64000210,黃美玲,(07)3814526分機31392,,
20220817,國防部軍備局生產製造中心,,決標公告,監視系統更新(含維護),財物類,,579000,20220817,家新科技有限公司,JH11079P132,https://www.google.com/search?q=JH11079P132+%E7%9B%A3%E8%A6%96%E7%B3%BB%E7%B5%B1%E6%9B%B4%E6%96%B0%28%E5%90%AB%E7%B6%AD%E8%AD%B7%29,20220825,最低標,,,,柯先生,(04)23601066分機507344,,
20220817,臺北大眾捷運股份有限公司,,決標公告,鐵公路兩用車行車視野輔助系統採購,財物類,,156542,20220817,尚達汽車企業有限公司,C11A03267,https://www.google.com/search?q=C11A03267+%E9%90%B5%E5%85%AC%E8%B7%AF%E5%85%A9%E7%94%A8%E8%BB%8A%E8%A1%8C%E8%BB%8A%E8%A6%96%E9%87%8E%E8%BC%94%E5%8A%A9%E7%B3%BB%E7%B5%B1%E6%8E%A1%E8%B3%BC,20220818,最低標,臺北市,63000,63000040,車輛處車輛一廠設備場設備股劉濬嘉,(02)28930105分機3303,金霖環保工程行,
20220817,臺中榮民總醫院,,決標公告,「陶瓷人工髖關節系統等9項」2年期單價開口契約,財物類,,26045800,20220817,奕泰生技股份有限公司,111H-048,https://www.google.com/search?q=111H-048+%E3%80%8C%E9%99%B6%E7%93%B7%E4%BA%BA%E5%B7%A5%E9%AB%96%E9%97%9C%E7%AF%80%E7%B3%BB%E7%B5%B1%E7%AD%899%E9%A0%85%E3%80%8D2%E5%B9%B4%E6%9C%9F%E5%96%AE%E5%83%B9%E9%96%8B%E5%8F%A3%E5%A5%91%E7%B4%84,20220825,最低標,臺中市,66000,66000060,廖君盈,(04)23592525分機2812,,
20220817,臺東縣蘭嶼鄉公所,,決標公告,111年度各村廣播系統修繕及購置計畫採購案,財物類,,673000,20220817,進萬利土木包工業,111-00001M,https://www.google.com/search?q=111-00001M+111%E5%B9%B4%E5%BA%A6%E5%90%84%E6%9D%91%E5%BB%A3%E6%92%AD%E7%B3%BB%E7%B5%B1%E4%BF%AE%E7%B9%95%E5%8F%8A%E8%B3%BC%E7%BD%AE%E8%A8%88%E7%95%AB%E6%8E%A1%E8%B3%BC%E6%A1%88,20220818,最低標,臺東縣,10014,10014160,蘇美蓮,(089)731665分機505,光巨企業有限公司,
20220817,國立政治大學,,決標公告,傳播學院採購「數位相機」,財物類,,132500,20220817,通記視聽器材有限公司,GA1114000148,https://www.google.com/search?q=GA1114000148+%E5%82%B3%E6%92%AD%E5%AD%B8%E9%99%A2%E6%8E%A1%E8%B3%BC%E3%80%8C%E6%95%B8%E4%BD%8D%E7%9B%B8%E6%A9%9F%E3%80%8D,20220914,最低標,臺北市,63000,63000080,廖致瑞,(02)29393091分機62103,長勵實業有限公司,
20220816,臺北市立大學附設實驗國民小學,,決標公告,111年汰換網路及資訊設備採購案,財物類,,210000,20220816,柏可揚實業有限公司,TD111025,https://www.google.com/search?q=TD111025+111%E5%B9%B4%E6%B1%B0%E6%8F%9B%E7%B6%B2%E8%B7%AF%E5%8F%8A%E8%B3%87%E8%A8%8A%E8%A8%AD%E5%82%99%E6%8E%A1%E8%B3%BC%E6%A1%88,20220816,最低標,臺北市,63000,63000050,阮思昀,(02)23110395分機841,,
20220816,國立成功大學醫學院附設醫院,,決標公告,數位睡眠腦波檢查系統設備維護承攬工作,勞務類,,260000,20220816,成杏股份有限公司,111M012,https://www.google.com/search?q=111M012+%E6%95%B8%E4%BD%8D%E7%9D%A1%E7%9C%A0%E8%85%A6%E6%B3%A2%E6%AA%A2%E6%9F%A5%E7%B3%BB%E7%B5%B1%E8%A8%AD%E5%82%99%E7%B6%AD%E8%AD%B7%E6%89%BF%E6%94%AC%E5%B7%A5%E4%BD%9C,20220817,最低標,,,,李尚潔,(06)2353535分機4123,,
20220816,國立臺南大學,,決標公告,榮譽校區 B301 教室高架地板及電源、網路設施汰換,財物類,,468000,20220816,巧登斯室內裝修工程有限公司,11142410,https://www.google.com/search?q=11142410+%E6%A6%AE%E8%AD%BD%E6%A0%A1%E5%8D%80+B301+%E6%95%99%E5%AE%A4%E9%AB%98%E6%9E%B6%E5%9C%B0%E6%9D%BF%E5%8F%8A%E9%9B%BB%E6%BA%90%E3%80%81%E7%B6%B2%E8%B7%AF%E8%A8%AD%E6%96%BD%E6%B1%B0%E6%8F%9B,20220823,最低標,臺南市,67000,67000370,薛   先生,(06)2133111分機424,恆創科技有限公司,
20220816,國防部軍備局生產製造中心,,決標公告,燃燒室檢查量測系統(高測壓電子表等23項),財物類,,647340,20220816,基準科技有限公司,JB11223P189,https://www.google.com/search?q=JB11223P189+%E7%87%83%E7%87%92%E5%AE%A4%E6%AA%A2%E6%9F%A5%E9%87%8F%E6%B8%AC%E7%B3%BB%E7%B5%B1%28%E9%AB%98%E6%B8%AC%E5%A3%93%E9%9B%BB%E5%AD%90%E8%A1%A8%E7%AD%8923%E9%A0%85%29,20220818,最低標,臺北市,63000,63000090,黃先生,(02)27850271分機5603~5606,,
20220816,國立中正大學,,決標公告,四通道數位學習系統,財物類,,335000,20220816,輔宏股份有限公司,A1110816-4,https://www.google.com/search?q=A1110816-4+%E5%9B%9B%E9%80%9A%E9%81%93%E6%95%B8%E4%BD%8D%E5%AD%B8%E7%BF%92%E7%B3%BB%E7%B5%B1,20220818,最低標,嘉義縣,10010,10010050,施小姐,(05)2720411分機13201,,
20220816,桃園市政府文化局,,決標公告,桃園郡米穀統治組合倉庫入口意象與指標系統建置案,勞務類,,380000,20220816,彩麗設計企業有限公司,1110886,https://www.google.com/search?q=1110886+%E6%A1%83%E5%9C%92%E9%83%A1%E7%B1%B3%E7%A9%80%E7%B5%B1%E6%B2%BB%E7%B5%84%E5%90%88%E5%80%89%E5%BA%AB%E5%85%A5%E5%8F%A3%E6%84%8F%E8%B1%A1%E8%88%87%E6%8C%87%E6%A8%99%E7%B3%BB%E7%B5%B1%E5%BB%BA%E7%BD%AE%E6%A1%88,20220906,參考最有利標精神,桃園市,68000,68000010,葉小姐,(03)3322592分機8317,,
20220816,嘉藥學校財團法人嘉南藥理大學,,決標公告,4K數位攝影機組,財物類,,339600,20220816,長勵實業有限公司,11110706-100500-021211,https://www.google.com/search?q=11110706-100500-021211+4K%E6%95%B8%E4%BD%8D%E6%94%9D%E5%BD%B1%E6%A9%9F%E7%B5%84,20220825,最低標,臺南市,67000,67000270,李燕惠,(06)2664911分機1304,王冠攝影社,
20220816,臺中榮民總醫院,,招標公告,「人工膝關節系統等5項」2年期單價開口契約,財物類,,,20220816,,111H-049,https://www.google.com/search?q=111H-049+%E3%80%8C%E4%BA%BA%E5%B7%A5%E8%86%9D%E9%97%9C%E7%AF%80%E7%B3%BB%E7%B5%B1%E7%AD%895%E9%A0%85%E3%80%8D2%E5%B9%B4%E6%9C%9F%E5%96%AE%E5%83%B9%E9%96%8B%E5%8F%A3%E5%A5%91%E7%B4%84,,,,,,,,,
20220816,臺北市職能發展學院,,決標公告,111年度數位教材課程錄製案,勞務類,,352000,20220816,玩夢影像製作有限公司,T111021,https://www.google.com/search?q=T111021+111%E5%B9%B4%E5%BA%A6%E6%95%B8%E4%BD%8D%E6%95%99%E6%9D%90%E8%AA%B2%E7%A8%8B%E9%8C%84%E8%A3%BD%E6%A1%88,20220817,參考最有利標精神,臺北市,63000,63000110,曹盛良,(02)28721940分機240,網達智能科技股份有限公司,
20220816,國立羅東高級商業職業學校,,決標公告,111年度充實教學及實習設備-軟體,勞務類,,152300,20220816,長峰資訊股份有限公司,1110809,https://www.google.com/search?q=1110809+111%E5%B9%B4%E5%BA%A6%E5%85%85%E5%AF%A6%E6%95%99%E5%AD%B8%E5%8F%8A%E5%AF%A6%E7%BF%92%E8%A8%AD%E5%82%99-%E8%BB%9F%E9%AB%94,20220817,最低標,宜蘭縣,10002,10002020,楊惠華,(03)9512875分機402,,
20220816,臺灣橋頭地方法院,,決標公告,111年度強化監視系統設備財物採購案,財物類,,180000,20220816,泰聯自動科技工業股份有限公司,111ctd0623-1,https://www.google.com/search?q=111ctd0623-1+111%E5%B9%B4%E5%BA%A6%E5%BC%B7%E5%8C%96%E7%9B%A3%E8%A6%96%E7%B3%BB%E7%B5%B1%E8%A8%AD%E5%82%99%E8%B2%A1%E7%89%A9%E6%8E%A1%E8%B3%BC%E6%A1%88,20220817,最低標,高雄市,64000,64000200,陳國華,(07)6110030分機6407,家冠國際貿易有限公司,
20220816,國立中興大學,,決標公告,訂閱Visible Body Web Suite解剖資料庫（111.09.01－112.08.31),財物類,,230000,20220816,飛資得醫學資訊股份有限公司,FT-111027,https://www.google.com/search?q=FT-111027+%E8%A8%82%E9%96%B1Visible+Body+Web+Suite%E8%A7%A3%E5%89%96%E8%B3%87%E6%96%99%E5%BA%AB%EF%BC%88111.09.01%EF%BC%8D112.08.31%29,20220816,最低標,,,,沈小姐,(04)22840677分機63,,
20220816,高雄市新興區大同國民小學,,決標公告,大同國小國外姊妹校互惠機制實施計畫資訊設備建置採購,財物類,,590000,20220816,大同股份有限公司高雄分公司,TT1110811,https://www.google.com/search?q=TT1110811+%E5%A4%A7%E5%90%8C%E5%9C%8B%E5%B0%8F%E5%9C%8B%E5%A4%96%E5%A7%8A%E5%A6%B9%E6%A0%A1%E4%BA%92%E6%83%A0%E6%A9%9F%E5%88%B6%E5%AF%A6%E6%96%BD%E8%A8%88%E7%95%AB%E8%B3%87%E8%A8%8A%E8%A8%AD%E5%82%99%E5%BB%BA%E7%BD%AE%E6%8E%A1%E8%B3%BC,20220822,參考最有利標精神,高雄市,64000,64000060,李玉霜,(07)2823039分機731,,
20220816,中華郵政股份有限公司,,招標公告,郵政劃撥業務影像管理系統劃撥存款單補登工作,勞務類,,,20220816,,111-7-55,https://www.google.com/search?q=111-7-55+%E9%83%B5%E6%94%BF%E5%8A%83%E6%92%A5%E6%A5%AD%E5%8B%99%E5%BD%B1%E5%83%8F%E7%AE%A1%E7%90%86%E7%B3%BB%E7%B5%B1%E5%8A%83%E6%92%A5%E5%AD%98%E6%AC%BE%E5%96%AE%E8%A3%9C%E7%99%BB%E5%B7%A5%E4%BD%9C,,,,,,,,,
20220816,國家科學及技術委員會中部科學園區管理局,,招標公告,111-116年度臺中園區監視錄影暨車牌辨識系統租賃案,財物類,,,20220816,,111l004692,https://www.google.com/search?q=111l004692+111-116%E5%B9%B4%E5%BA%A6%E8%87%BA%E4%B8%AD%E5%9C%92%E5%8D%80%E7%9B%A3%E8%A6%96%E9%8C%84%E5%BD%B1%E6%9A%A8%E8%BB%8A%E7%89%8C%E8%BE%A8%E8%AD%98%E7%B3%BB%E7%B5%B1%E7%A7%9F%E8%B3%83%E6%A1%88,,,,,,,,,
20220816,行政院原子能委員會核能研究所,,決標公告,熱傳導暨熱擴散量測儀恆溫系統更換,財物類,,219586,20220816,全拓科技有限公司,NS1110683,https://www.google.com/search?q=NS1110683+%E7%86%B1%E5%82%B3%E5%B0%8E%E6%9A%A8%E7%86%B1%E6%93%B4%E6%95%A3%E9%87%8F%E6%B8%AC%E5%84%80%E6%81%86%E6%BA%AB%E7%B3%BB%E7%B5%B1%E6%9B%B4%E6%8F%9B,20220818,最低標,桃園市,68000,68000090,劉玉齡/申請人陳孟君 分機 7401,(03)4711400分機2339,,
